,Unnamed: 0,AGEE,nombreEstado,AGEM,nombreMunicipio,CLG,nombreLocalidad,AGEB,manzana,CP,poblacionTotal,numeroKinder,numeroPrimaria,numeroSecundaria,numeroEduBasica,escolaridad,economicamenteActiva,solteros,casados,divorciados,totalHogares,poblacionHogares,totalViviendas,poblacionViviendas,promedioOcupacionVivienda,viviendasPisoNotierra,dosDorm,tresCuartos,serviciosDisponibles,internetPosesion,computadoraPosesion,automovilPosesion,celularPosesion,AGEB.1,AGEE.1,clase
0,0,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,0229,1,20247.0,65,6.0,12.0,8.0,24.0,13.68,30.0,13.0,24.0,6.0,17.0,65.0,24,0.0,3.82,17.0,17.0,17.0,17.0,14.0,16.0,15.0,17.0,0229,1,0
1,5,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,0229,7,20247.0,99,5.0,8.0,9.0,30.0,6.81,45.0,38.0,37.0,3.0,18.0,99.0,18,0.0,5.5,18.0,11.0,11.0,18.0,15.0,4.0,8.0,10.0,0229,1,3
2,6,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,0229,8,20247.0,78,5.0,17.0,6.0,28.0,8.02,31.0,27.0,25.0,4.0,19.0,78.0,20,0.0,4.109999999999999,18.0,12.0,12.0,19.0,4.0,7.0,10.0,13.0,0229,1,3
3,7,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,0229,10,20247.0,134,7.0,17.0,10.0,40.0,14.04,52.0,33.0,65.0,6.0,40.0,134.0,51,0.0,3.35,39.0,34.0,40.0,40.0,28.0,31.0,38.0,40.0,0229,1,1
4,17,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,0233,1,20250.0,194,8.0,18.0,9.0,48.0,6.29,77.0,59.0,84.0,12.0,44.0,194.0,47,0.0,4.41,43.0,34.0,42.0,44.0,15.0,3.0,15.0,27.0,0233,1,1
5,19,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,0233,5,20250.0,246,16.0,37.0,15.0,84.0,6.09,100.0,67.0,92.0,15.0,53.0,243.0,61,0.0,4.58,52.0,39.0,43.0,52.0,15.0,14.0,14.0,34.0,0233,1,1
6,21,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,0233,7,20250.0,120,9.0,15.0,12.0,42.0,6.67,48.0,28.0,59.0,3.0,21.0,120.0,23,0.0,5.71,20.0,16.0,18.0,21.0,15.0,3.0,7.0,12.0,0233,1,0
7,22,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,0233,8,20250.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0233,1,3
8,24,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,0233,10,20250.0,26,6.0,5.0,3.0,11.0,8.2,12.0,7.0,8.0,3.0,8.0,26.0,11,0.0,3.25,8.0,6.0,7.0,8.0,15.0,3.0,4.0,6.0,0233,1,3
9,25,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,0233,12,20250.0,202,11.0,22.0,7.0,51.0,13.4,98.0,70.0,73.0,14.0,64.0,202.0,73,0.0,3.16,64.0,53.0,62.0,62.0,39.0,51.0,55.0,61.0,0233,1,4
10,27,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,0233,15,20250.0,19,0.0,3.0,0.0,4.0,16.21,12.0,7.0,6.0,5.0,9.0,19.0,15,0.0,2.11,9.0,7.0,9.0,9.0,5.0,7.0,8.0,8.0,0233,1,3
11,28,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,0233,16,20250.0,23,0.0,14.0,0.0,4.0,14.26,14.0,5.0,11.0,3.0,12.0,23.0,16,0.0,1.92,12.0,9.0,12.0,12.0,10.0,10.0,10.0,12.0,0233,1,3
12,32,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,0233,23,20250.0,154,17.0,21.0,6.0,56.0,6.67,62.0,36.0,59.0,9.0,34.0,154.0,44,0.0,4.53,34.0,26.0,27.0,33.0,3.0,3.0,11.0,18.0,0233,1,2
13,34,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,0233,26,20250.0,29,6.0,3.0,0.0,7.0,12.63,9.0,7.0,11.0,5.0,7.0,26.0,8,0.0,3.71,7.0,6.0,7.0,7.0,4.0,5.0,6.0,6.0,0233,1,3
14,36,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,0233,31,20250.0,25,0.0,0.0,8.0,4.0,15.71,15.0,11.0,9.0,5.0,12.0,25.0,16,0.0,2.08,12.0,9.0,12.0,12.0,9.0,10.0,11.0,11.0,0233,1,3
15,39,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,0233,35,20250.0,101,8.0,14.0,4.0,34.0,14.89,45.0,23.0,43.0,5.0,29.0,101.0,34,0.0,3.48,27.0,25.0,28.0,29.0,22.0,25.0,28.0,27.0,0233,1,2
16,41,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,0233,37,20250.0,173,8.0,25.0,8.0,56.0,14.5,72.0,39.0,74.0,12.0,57.0,173.0,79,0.0,3.04,56.0,45.0,57.0,57.0,42.0,49.0,55.0,55.0,0233,1,1
17,43,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,0233,39,20250.0,60,6.0,7.0,7.0,19.0,13.53,26.0,22.0,26.0,0.0,16.0,60.0,19,0.0,3.75,16.0,14.0,16.0,16.0,12.0,14.0,15.0,16.0,0233,1,0
18,44,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,0233,40,20250.0,26,0.0,3.0,8.0,6.0,13.5,13.0,9.0,12.0,5.0,8.0,26.0,12,0.0,3.25,8.0,8.0,8.0,8.0,7.0,7.0,8.0,8.0,0233,1,3
19,45,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,0233,41,20250.0,31,6.0,3.0,8.0,10.0,13.67,10.0,8.0,7.0,7.0,11.0,31.0,17,0.0,2.82,11.0,10.0,11.0,11.0,8.0,8.0,8.0,10.0,0233,1,3
20,48,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,0233,44,20250.0,22,6.0,3.0,0.0,4.0,14.82,13.0,7.0,10.0,5.0,7.0,22.0,15,0.0,3.14,7.0,5.0,7.0,7.0,6.0,6.0,6.0,7.0,0233,1,3
21,50,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,0286,1,20270.0,180,8.0,13.0,6.0,33.0,13.12,74.0,61.0,72.0,18.0,56.0,180.0,61,0.0,3.21,56.0,46.0,55.0,56.0,33.0,36.0,50.0,46.0,0286,1,1
22,51,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,0286,2,20270.0,150,5.0,10.0,3.0,23.0,13.31,54.0,57.0,57.0,13.0,48.0,147.0,58,0.0,3.06,48.0,35.0,44.0,48.0,32.0,36.0,40.0,35.0,0286,1,1
23,53,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,0286,4,20270.0,80,6.0,3.0,8.0,7.0,11.78,38.0,36.0,29.0,10.0,23.0,80.0,31,0.0,3.48,23.0,19.0,23.0,23.0,12.0,15.0,20.0,22.0,0286,1,0
24,54,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,0286,5,20270.0,95,6.0,8.0,4.0,19.0,12.28,41.0,30.0,41.0,9.0,32.0,95.0,34,0.0,2.97,32.0,24.0,32.0,32.0,17.0,21.0,28.0,26.0,0286,1,2
25,55,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,0286,6,20270.0,208,5.0,15.0,7.0,39.0,12.83,81.0,72.0,89.0,15.0,56.0,208.0,64,0.0,3.71,56.0,44.0,55.0,55.0,31.0,43.0,47.0,47.0,0286,1,1
26,56,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,0286,7,20270.0,129,6.0,8.0,6.0,17.0,13.25,63.0,58.0,44.0,16.0,40.0,129.0,45,0.0,3.23,39.0,39.0,39.0,39.0,27.0,27.0,36.0,37.0,0286,1,1
27,57,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,0286,8,20270.0,106,6.0,6.0,3.0,12.0,13.02,49.0,37.0,51.0,9.0,31.0,106.0,31,0.0,3.42,30.0,28.0,31.0,31.0,16.0,22.0,26.0,25.0,0286,1,2
28,58,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,0286,9,20270.0,32,0.0,0.0,8.0,30.0,12.43,15.0,10.0,18.0,3.0,10.0,32.0,10,0.0,3.2,10.0,8.0,10.0,10.0,5.0,6.0,7.0,6.0,0286,1,3
29,60,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,0286,11,20270.0,39,0.0,14.0,8.0,3.0,12.72,20.0,15.0,19.0,3.0,10.0,39.0,13,0.0,3.9,10.0,9.0,10.0,10.0,6.0,8.0,10.0,7.0,0286,1,3
30,62,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,0286,13,20270.0,98,6.0,6.0,4.0,13.0,12.58,48.0,40.0,33.0,15.0,29.0,98.0,33,0.0,3.38,29.0,29.0,29.0,28.0,14.0,22.0,22.0,26.0,0286,1,2
31,63,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,0286,14,20270.0,58,0.0,14.0,8.0,3.0,12.93,25.0,28.0,25.0,3.0,17.0,58.0,20,0.0,3.41,17.0,16.0,17.0,17.0,10.0,14.0,15.0,15.0,0286,1,0
32,64,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,0286,15,20270.0,159,8.0,13.0,7.0,33.0,11.72,77.0,48.0,68.0,16.0,45.0,159.0,48,0.0,3.53,45.0,36.0,44.0,45.0,24.0,29.0,36.0,30.0,0286,1,1
33,65,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,0286,16,20270.0,129,5.0,10.0,6.0,24.0,12.2,53.0,47.0,52.0,12.0,34.0,129.0,38,0.0,3.79,33.0,29.0,34.0,34.0,17.0,23.0,30.0,30.0,0286,1,2
34,66,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,0286,17,20270.0,36,6.0,4.0,8.0,7.0,9.239999999999998,14.0,15.0,10.0,6.0,10.0,36.0,11,0.0,3.6,10.0,10.0,10.0,10.0,5.0,5.0,4.0,7.0,0286,1,3
35,67,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,0286,19,20270.0,97,5.0,8.0,4.0,19.0,12.81,38.0,32.0,38.0,12.0,27.0,97.0,33,0.0,3.59,27.0,27.0,26.0,27.0,16.0,21.0,22.0,25.0,0286,1,2
36,68,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,0286,20,20270.0,191,10.0,14.0,8.0,38.0,13.16,82.0,65.0,78.0,18.0,52.0,191.0,54,0.0,3.67,52.0,42.0,52.0,52.0,34.0,40.0,45.0,45.0,0286,1,1
37,70,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,0286,22,20270.0,108,6.0,9.0,5.0,16.0,12.58,54.0,50.0,36.0,11.0,25.0,108.0,27,0.0,4.319999999999999,24.0,21.0,25.0,25.0,12.0,18.0,22.0,20.0,0286,1,0
38,71,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,0286,23,20270.0,158,6.0,15.0,6.0,25.0,12.31,72.0,45.0,71.0,17.0,44.0,152.0,51,0.0,3.45,44.0,39.0,43.0,43.0,27.0,30.0,40.0,34.0,0286,1,1
39,72,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,0286,24,20270.0,122,5.0,4.0,4.0,22.0,13.42,60.0,39.0,53.0,12.0,34.0,122.0,37,0.0,3.59,34.0,28.0,33.0,34.0,22.0,27.0,31.0,34.0,0286,1,2
40,73,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,0286,25,20270.0,126,4.0,11.0,5.0,24.0,13.06,57.0,45.0,50.0,12.0,35.0,126.0,39,0.0,3.6,34.0,34.0,35.0,34.0,22.0,29.0,32.0,33.0,0286,1,2
41,74,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,0286,26,20270.0,180,8.0,11.0,10.0,35.0,13.5,75.0,62.0,65.0,28.0,53.0,180.0,57,0.0,3.4,33.0,50.0,52.0,52.0,30.0,34.0,46.0,47.0,0286,1,1
42,75,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,0286,27,20270.0,143,6.0,20.0,8.0,34.0,12.89,71.0,35.0,67.0,15.0,45.0,143.0,54,0.0,3.18,45.0,37.0,45.0,45.0,26.0,33.0,41.0,36.0,0286,1,1
43,76,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,0286,28,20270.0,117,10.0,9.0,4.0,27.0,12.33,52.0,36.0,49.0,8.0,32.0,117.0,39,0.0,3.66,32.0,27.0,32.0,31.0,10.0,16.0,28.0,25.0,0286,1,2
44,77,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,0286,29,20270.0,139,9.0,9.0,8.0,24.0,11.4,70.0,52.0,54.0,11.0,41.0,139.0,45,0.0,3.39,41.0,35.0,41.0,41.0,22.0,28.0,31.0,33.0,0286,1,1
45,78,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,0286,31,20270.0,44,3.0,14.0,4.0,10.0,9.03,27.0,21.0,16.0,5.0,9.0,44.0,12,0.0,4.89,9.0,9.0,9.0,9.0,5.0,5.0,6.0,9.0,0286,1,3
46,79,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,0286,32,20270.0,112,4.0,6.0,7.0,22.0,12.1,54.0,43.0,48.0,6.0,28.0,112.0,29,0.0,4.0,28.0,24.0,27.0,28.0,20.0,22.0,23.0,23.0,0286,1,2
47,81,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,0286,36,20270.0,70,5.0,7.0,8.0,18.0,8.54,31.0,22.0,28.0,4.0,17.0,70.0,19,0.0,4.119999999999999,17.0,14.0,15.0,17.0,6.0,7.0,12.0,11.0,0286,1,3
48,82,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,0286,37,20270.0,119,6.0,11.0,7.0,27.0,11.44,60.0,45.0,39.0,15.0,32.0,119.0,37,0.0,3.72,30.0,29.0,31.0,32.0,16.0,22.0,24.0,29.0,0286,1,2
49,84,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,0286,39,20270.0,80,6.0,5.0,8.0,18.0,13.08,37.0,34.0,21.0,12.0,23.0,77.0,28,0.0,3.35,23.0,23.0,23.0,23.0,15.0,18.0,20.0,22.0,0286,1,0
50,86,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,0286,41,20270.0,35,0.0,14.0,3.0,6.0,13.34,19.0,17.0,9.0,6.0,10.0,35.0,13,0.0,3.5,10.0,8.0,9.0,10.0,7.0,7.0,9.0,8.0,0286,1,3
51,87,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,0286,42,20270.0,41,0.0,3.0,3.0,6.0,12.11,25.0,21.0,14.0,3.0,11.0,41.0,11,0.0,3.73,11.0,10.0,11.0,11.0,8.0,8.0,7.0,6.0,0286,1,3
52,88,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,0290,1,20277.0,70,3.0,3.0,3.0,12.0,12.55,30.0,21.0,26.0,14.0,26.0,70.0,27,0.0,2.69,26.0,19.0,23.0,26.0,10.0,14.0,24.0,21.0,0290,1,0
53,89,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,0290,2,20277.0,150,9.0,19.0,5.0,37.0,11.44,53.0,46.0,59.0,13.0,38.0,150.0,40,0.0,3.95,38.0,33.0,38.0,38.0,19.0,26.0,32.0,35.0,0290,1,2
54,90,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,0290,3,20277.0,132,4.0,12.0,5.0,23.0,13.21,56.0,46.0,59.0,9.0,36.0,132.0,40,0.0,3.67,36.0,34.0,36.0,36.0,28.0,30.0,31.0,31.0,0290,1,2
55,92,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,0290,5,20277.0,47,6.0,6.0,0.0,8.0,13.79,23.0,16.0,20.0,3.0,13.0,47.0,16,0.0,3.62,13.0,11.0,13.0,13.0,9.0,11.0,12.0,11.0,0290,1,3
56,94,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,0290,7,20277.0,78,0.0,14.0,8.0,5.0,12.64,48.0,36.0,25.0,14.0,25.0,78.0,28,0.0,3.12,25.0,20.0,25.0,25.0,14.0,18.0,25.0,23.0,0290,1,0
57,95,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,0290,8,20277.0,80,6.0,6.0,7.0,16.0,12.7,30.0,29.0,33.0,6.0,21.0,77.0,24,0.0,3.67,21.0,18.0,21.0,20.0,15.0,17.0,19.0,19.0,0290,1,0
58,96,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,0290,9,20277.0,131,4.0,7.0,9.0,24.0,11.11,69.0,52.0,52.0,9.0,32.0,128.0,41,0.0,4.0,32.0,30.0,31.0,32.0,19.0,19.0,26.0,24.0,0290,1,2
59,97,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,0290,10,20277.0,123,5.0,9.0,8.0,27.0,10.69,52.0,43.0,50.0,11.0,32.0,123.0,34,0.0,3.84,32.0,26.0,32.0,32.0,13.0,17.0,25.0,21.0,0290,1,2
60,99,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,0290,12,20277.0,68,6.0,5.0,3.0,11.0,13.51,33.0,23.0,24.0,8.0,21.0,65.0,23,0.0,3.1,21.0,21.0,21.0,21.0,12.0,16.0,19.0,18.0,0290,1,0
61,100,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,0290,13,20277.0,74,6.0,5.0,3.0,10.0,11.41,34.0,31.0,28.0,5.0,19.0,71.0,23,0.0,3.74,19.0,16.0,19.0,19.0,9.0,12.0,14.0,16.0,0290,1,0
62,101,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,0290,14,20277.0,172,6.0,15.0,7.0,37.0,10.63,72.0,57.0,73.0,12.0,42.0,172.0,48,0.0,4.1,41.0,34.0,40.0,42.0,22.0,32.0,32.0,33.0,0290,1,1
63,102,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,0290,15,20277.0,83,4.0,7.0,8.0,17.0,13.1,38.0,23.0,35.0,4.0,20.0,77.0,22,0.0,3.85,20.0,19.0,20.0,20.0,10.0,15.0,18.0,17.0,0290,1,0
64,103,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,0290,16,20277.0,92,3.0,9.0,6.0,20.0,12.95,39.0,31.0,44.0,3.0,24.0,92.0,24,0.0,3.83,24.0,20.0,24.0,24.0,14.0,16.0,22.0,20.0,0290,1,0
65,105,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,0290,20,20277.0,35,6.0,3.0,8.0,5.0,13.12,14.0,15.0,10.0,3.0,10.0,32.0,11,0.0,3.2,10.0,10.0,10.0,10.0,7.0,7.0,9.0,9.0,0290,1,3
66,106,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,0290,22,20277.0,67,4.0,6.0,8.0,13.0,11.19,22.0,22.0,26.0,7.0,17.0,67.0,22,0.0,3.94,17.0,15.0,17.0,17.0,10.0,10.0,15.0,13.0,0290,1,0
67,107,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,0290,23,20277.0,71,3.0,9.0,8.0,17.0,12.65,36.0,18.0,33.0,4.0,19.0,71.0,19,0.0,3.74,19.0,17.0,18.0,19.0,14.0,15.0,17.0,16.0,0290,1,0
68,110,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,0290,27,20277.0,111,6.0,5.0,8.0,13.0,11.47,43.0,37.0,57.0,6.0,31.0,111.0,39,0.0,3.58,31.0,26.0,30.0,31.0,14.0,20.0,27.0,23.0,0290,1,2
69,111,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,0290,28,20277.0,22,6.0,0.0,8.0,3.0,10.47,13.0,9.0,8.0,3.0,6.0,22.0,10,0.0,3.67,6.0,6.0,6.0,6.0,4.0,4.0,5.0,5.0,0290,1,3
70,112,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,0290,29,20277.0,33,0.0,14.0,8.0,3.0,11.27,15.0,15.0,16.0,0.0,10.0,33.0,11,0.0,3.3,10.0,8.0,9.0,10.0,4.0,6.0,9.0,5.0,0290,1,3
71,113,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,0290,30,20277.0,65,6.0,7.0,4.0,16.0,13.67,23.0,19.0,32.0,5.0,16.0,65.0,18,0.0,4.06,16.0,16.0,16.0,16.0,11.0,13.0,15.0,15.0,0290,1,0
72,114,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,0290,31,20277.0,33,6.0,4.0,8.0,6.0,13.96,15.0,15.0,10.0,3.0,7.0,33.0,7,0.0,4.71,7.0,7.0,7.0,7.0,5.0,5.0,6.0,7.0,0290,1,3
73,115,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,0290,32,20277.0,12,0.0,0.0,0.0,0.0,15.5,8.0,8.0,4.0,0.0,4.0,12.0,8,0.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,0290,1,3
74,118,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,0303,1,20280.0,74,3.0,4.0,0.0,9.0,11.42,36.0,26.0,32.0,7.0,22.0,74.0,24,0.0,3.36,22.0,16.0,22.0,21.0,9.0,11.0,18.0,16.0,0303,1,0
75,119,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,0303,2,20280.0,182,6.0,17.0,8.0,40.0,8.88,73.0,58.0,76.0,15.0,45.0,182.0,57,0.0,4.04,45.0,39.0,45.0,44.0,20.0,24.0,30.0,34.0,0303,1,1
76,120,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,0303,3,20280.0,228,11.0,25.0,14.0,58.0,8.860000000000003,98.0,67.0,92.0,24.0,58.0,228.0,67,0.0,3.93,58.0,50.0,58.0,58.0,15.0,22.0,37.0,41.0,0303,1,1
77,121,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,0303,4,20280.0,116,4.0,11.0,8.0,26.0,9.63,51.0,42.0,43.0,13.0,28.0,116.0,29,0.0,4.14,28.0,25.0,26.0,28.0,9.0,14.0,21.0,21.0,0303,1,0
78,122,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,0303,5,20280.0,75,6.0,9.0,8.0,14.0,12.85,37.0,28.0,31.0,3.0,19.0,75.0,22,0.0,3.95,19.0,18.0,19.0,19.0,15.0,16.0,17.0,16.0,0303,1,0
79,123,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,0303,6,20280.0,70,6.0,6.0,4.0,13.0,11.61,31.0,29.0,28.0,4.0,19.0,70.0,27,0.0,3.68,19.0,14.0,18.0,19.0,8.0,9.0,14.0,13.0,0303,1,0
